token|nan|ts|endTs|punctuation|case|tags|wer_tags
in|nan||||LC|[]|[]
Texas|nan|||,|UC|[]|['497']
we|nan||||LC|[]|[]
have|nan||||LC|[]|[]
more|nan||||LC|[]|[]
than|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
12|nan|||,|CA|['481:CARDINAL']|['481']
uh|nan|||,|LC|[]|[]
parties|nan||||LC|[]|[]
interested|nan||||LC|[]|[]
in|nan||||LC|[]|[]
progress|nan||||LC|[]|[]
and|nan||||LC|[]|[]
<unk>|nan||||LC|[]|[]
ways|nan||||LC|[]|[]
that|nan||||LC|[]|[]
we|nan||||LC|[]|[]
can|nan||||LC|[]|[]
<unk>|nan||||LC|[]|[]
so|nan||||LC|[]|[]
that|nan||||LC|[]|[]
we|nan||||LC|[]|[]
have|nan||||LC|[]|[]
more|nan||||LC|[]|[]
visibility|nan||||LC|[]|[]
on|nan||||LC|[]|[]
the|nan||||LC|[]|[]
impact|nan|||,|LC|[]|[]
on|nan||||LC|[]|[]
the|nan||||LC|[]|[]
impact|nan||||LC|[]|[]
of|nan||||LC|[]|[]
COVID-19|nan||||CA|['478:ALPHANUMERIC']|['478']
on|nan||||LC|[]|[]
the|nan||||LC|[]|[]
U.S.|nan||||LC|['479:ABBREVIATION']|['479', '499']
economy|nan|||.|LC|[]|[]
Uh|nan|||,|UC|[]|[]
<unk>|nan||||LC|[]|[]
it|nan||||LC|[]|[]
was|nan||||LC|[]|[]
really|nan||||LC|[]|[]
the|nan||||LC|[]|['500']
third|nan||||LC|[]|['500']
quarter|nan||||LC|[]|['500']
of|nan|||,|LC|[]|[]
of|nan||||LC|[]|[]
the|nan||||LC|[]|['501']
year|nan|||.|LC|[]|['501']
But|nan||||UC|[]|[]
we|nan||||LC|['486:CONTRACTION']|['486']
are|nan||||LC|['486:CONTRACTION']|['486']
really|nan||||LC|[]|[]
interested|nan||||LC|[]|[]
in|nan||||LC|[]|[]
committing|nan||||LC|[]|[]
to|nan||||LC|[]|[]
executing|nan||||LC|[]|[]
our|nan||||LC|[]|[]
divestment|nan||||LC|[]|[]
plan|nan||||LC|[]|[]
to|nan||||LC|[]|[]
prepare|nan||||LC|[]|[]
the|nan||||LC|[]|[]
rest|nan||||LC|[]|[]
of|nan||||LC|[]|[]
the|nan||||LC|[]|[]
company|nan||||LC|[]|[]
to|nan||||LC|[]|[]
get|nan||||LC|[]|[]
us|nan||||LC|[]|[]
where|nan||||LC|[]|[]
we|nan||||LC|[]|[]
want|nan|||.|LC|[]|[]
Okay|nan|||,|UC|[]|[]
thank|nan||||LC|[]|[]
you|nan||||LC|[]|[]
very|nan||||LC|[]|[]
much|nan|||.|LC|[]|[]
Our|nan||||UC|[]|[]
next|nan||||LC|[]|[]
question|nan||||LC|[]|[]
is|nan||||LC|[]|[]
from|nan||||LC|[]|[]
Paul|nan||||UC|[]|['502']
Shaban|nan||||UC|[]|['502']
with|nan||||LC|[]|[]
<unk>|nan||||LC|[]|[]
Investments|nan|||.|UC|[]|['503']
Thanks|nan|||,|UC|[]|[]
and|nan||||LC|[]|[]
good|nan||||LC|[]|[]
morning|nan||||LC|[]|['508']
everyone|nan|||.|LC|[]|[]
Thank|nan||||UC|[]|[]
you|nan||||LC|[]|[]
for|nan||||LC|[]|[]
taking|nan||||LC|[]|[]
my|nan||||LC|[]|[]
question|nan|||.|LC|[]|[]
I|nan||||CA|[]|[]
hope|nan||||LC|[]|[]
that|nan||||LC|[]|[]
you're|nan||||LC|['507:CONTRACTION']|['507']
all|nan||||LC|[]|[]
safe|nan|||.|LC|[]|[]
Uh|nan|||,|UC|[]|[]
first|nan||||LC|[]|['509']
of|nan||||LC|[]|[]
all|nan||||LC|[]|[]
I|nan||||CA|[]|[]
would|nan||||LC|[]|[]
like|nan||||LC|[]|[]
try|nan||||LC|[]|[]
to|nan||||LC|[]|[]
say|nan||||LC|[]|[]
a|nan||||LC|[]|[]
couple|nan||||LC|[]|[]
of|nan||||LC|[]|[]
points|nan|||.|LC|[]|[]
Uh|nan|||,|UC|[]|[]
I|nan||||CA|[]|[]
think|nan||||LC|[]|[]
you|nan||||LC|[]|[]
mentioned|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
<inaudible>|nan||||LC|[]|[]
of|nan||||LC|[]|[]
40|nan||||CA|['504:CARDINAL']|['504']
million|nan||||LC|[]|['504']
this|nan||||LC|[]|['511']
year|nan|||.|LC|[]|['511']
I|nan|||,|CA|[]|[]
I|nan|||,|CA|[]|[]
just|nan||||LC|[]|[]
would|nan||||LC|[]|[]
like|nan||||LC|[]|[]
to|nan||||LC|[]|[]
understand|nan||||LC|[]|[]
is|nan||||LC|[]|[]
it|nan||||LC|[]|[]
40|nan||||CA|['505:CARDINAL']|['505']
million|nan||||LC|[]|['505']
less|nan||||LC|[]|['513']
than|nan||||LC|[]|['513']
last|nan||||LC|[]|['513']
year|nan||||LC|[]|['513']
or|nan||||LC|[]|[]
40|nan||||CA|['506:CARDINAL']|['506']
million|nan||||LC|[]|['506']
less|nan||||LC|[]|[]
than|nan||||LC|[]|[]
the|nan|||…|LC|[]|[]
than|nan||||LC|[]|[]
the|nan||||LC|[]|[]
guidance|nan||||LC|[]|[]
that|nan||||LC|[]|[]
you|nan||||LC|[]|[]
had|nan||||LC|[]|[]
given|nan||||LC|[]|[]
in|nan||||LC|[]|[]
February|nan|||?|UC|[]|['515']
Uh|nan|||,|UC|[]|[]
and|nan||||LC|[]|[]
the|nan||||LC|[]|[]
second|nan||||LC|[]|['516']
point|nan||||LC|[]|[]
I|nan||||CA|[]|[]
would|nan||||LC|[]|[]
like|nan||||LC|[]|[]
to|nan||||LC|[]|[]
try|nan||||LC|[]|[]
say|nan||||LC|[]|[]
is|nan||||LC|[]|[]
on|nan||||LC|[]|[]
the|nan||||LC|[]|[]
pricing|nan|||.|LC|[]|[]
In|nan||||UC|[]|[]
Colombia|nan|||,|UC|[]|['517']
I|nan||||CA|[]|[]
think|nan||||LC|[]|[]
you|nan||||LC|[]|[]
mentioned|nan||||LC|[]|[]
an|nan||||LC|[]|[]
increase-|nan||||LC|['1256:FALLBACK']|[]
Paul|nan|||,|UC|[]|['518']
hi|nan|||.|LC|[]|[]
<inaudible>|nan|||.|LC|[]|[]
Yeah|nan|||.|UC|[]|[]
Paul|nan|||,|UC|[]|['519']
co-|nan||||LC|['1257:FALLBACK']|[]
could|nan||||LC|[]|[]
you|nan|||,|LC|[]|[]
could|nan||||LC|[]|[]
you|nan||||LC|[]|[]
please|nan||||LC|[]|[]
speak|nan||||LC|[]|[]
loudly|nan|||?|LC|[]|[]
<inaudible>|nan||||LC|[]|[]
everyone|nan||||LC|[]|[]
around|nan||||LC|[]|[]
here|nan|||,|LC|[]|[]
thank|nan||||LC|[]|[]
you|nan|||.|LC|[]|[]
Okay|nan|||.|UC|[]|[]
So|nan|||,|UC|[]|[]
so|nan||||LC|[]|[]
what|nan||||LC|[]|[]
I|nan||||CA|[]|[]
would|nan||||LC|[]|[]
like|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
clarify|nan||||LC|[]|[]
is|nan||||LC|[]|[]
a|nan||||LC|[]|[]
couple|nan||||LC|[]|[]
of|nan||||LC|[]|[]
points|nan|||,|LC|[]|[]
the|nan|||,|LC|[]|[]
the|nan||||LC|[]|[]
first|nan|||,|LC|[]|['531']
the|nan||||LC|[]|[]
first|nan||||LC|[]|['532']
point|nan||||LC|[]|[]
I'd|nan||||UC|['529:CONTRACTION']|['529']
like|nan||||LC|[]|[]
to|nan||||LC|[]|[]
clarify|nan||||LC|[]|[]
is|nan||||LC|[]|[]
on|nan||||LC|[]|[]
the|nan||||LC|[]|[]
CapEx|nan|||,|MC|[]|[]
you|nan||||LC|[]|[]
mention|nan||||LC|[]|[]
a|nan||||LC|[]|[]
reduction|nan||||LC|[]|[]
of|nan||||LC|[]|[]
40|nan||||CA|['524:CARDINAL']|['533']
million|nan||||LC|[]|['533']
of|nan||||LC|[]|[]
CapEx|nan||||MC|[]|[]
in|nan||||LC|[]|[]
2020|nan|||.|CA|['521:YEAR']|['521', '525', '534']
Uh|nan|||,|UC|[]|[]
is|nan||||LC|[]|[]
it|nan||||LC|[]|[]
40|nan||||CA|['526:CARDINAL']|['535']
million|nan||||LC|[]|['535']
less|nan||||LC|[]|['536']
than|nan||||LC|[]|['536']
last|nan||||LC|[]|['536']
year|nan||||LC|[]|['536']
or|nan||||LC|[]|[]
is|nan||||LC|[]|[]
40|nan||||CA|['527:CARDINAL']|['537']
million|nan|||,|LC|[]|['537']
uh|nan|||,|LC|[]|[]
less|nan||||LC|[]|[]
than|nan||||LC|[]|[]
the|nan||||LC|[]|[]
guidance|nan||||LC|[]|[]
that|nan||||LC|[]|[]
you|nan||||LC|[]|[]
gave|nan||||LC|[]|[]
in|nan||||LC|[]|[]
February|nan|||?|UC|[]|['538']
And|nan||||UC|[]|[]
the|nan||||LC|[]|[]
second|nan||||LC|[]|['539']
point|nan||||LC|[]|[]
is|nan||||LC|[]|[]
on|nan||||LC|[]|[]
the|nan||||LC|[]|[]
pricing|nan||||LC|[]|[]
unit|nan|||,|LC|[]|[]
in|nan||||LC|[]|[]
Colombia|nan|||,|UC|[]|['540']
I|nan||||CA|[]|[]
think|nan||||LC|[]|[]
you|nan||||LC|[]|[]
mentioned|nan||||LC|[]|[]
an|nan||||LC|[]|[]
increase|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
of|nan||||LC|[]|[]
13.5%|nan||||LC|['520:PERCENT']|['520']
of|nan||||LC|[]|[]
prices|nan||||LC|[]|[]
Q1|nan||||CA|['522:ALPHANUMERIC']|['2031', '522']
but|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
you|nan||||LC|['530:CONTRACTION']|['530']
are|nan||||LC|['530:CONTRACTION']|['530']
mentioning|nan||||LC|[]|[]
FOB|nan||||CA|['523:ABBREVIATION']|['523']
pricing|nan|||.|LC|[]|[]
Uh|nan|||,|UC|[]|[]
uh|nan|||,|LC|[]|[]
are|nan||||LC|[]|[]
we|nan||||LC|[]|[]
I|nan||||CA|[]|[]
would|nan||||LC|[]|[]
just|nan||||LC|[]|[]
like|nan||||LC|[]|[]
to|nan||||LC|[]|[]
understand|nan|||,|LC|[]|[]
are|nan||||LC|[]|[]
these|nan||||LC|[]|[]
own|nan||||LC|[]|[]
selling|nan||||LC|[]|[]
prices|nan||||LC|[]|[]
or|nan||||LC|[]|[]
are|nan||||LC|[]|[]
we|nan||||LC|[]|[]
talking|nan||||LC|[]|[]
about|nan||||LC|[]|[]
import|nan||||LC|[]|[]
pricing|nan|||?|LC|[]|[]
Thank|nan||||UC|[]|[]
you|nan||||LC|[]|[]
for|nan|||,|LC|[]|[]
thank|nan||||LC|[]|[]
you|nan||||LC|[]|[]
the|nan|||,|LC|[]|[]
for|nan||||LC|[]|[]
the|nan||||LC|[]|[]
question|nan|||.|LC|[]|[]
I|nan||||CA|[]|[]
mean|nan|||,|LC|[]|[]
the|nan||||LC|[]|[]
CapEx|nan||||MC|[]|[]
result|nan||||LC|[]|[]
of|nan||||LC|[]|[]
$40|nan||||CA|['543:MONEY']|['543']
million|nan||||LC|[]|['549']
is|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
is|nan|||,|LC|[]|[]
um|nan|||,|LC|[]|[]
you|nan||||LC|[]|[]
know|nan|||,|LC|[]|[]
with|nan||||LC|[]|[]
respect|nan||||LC|[]|[]
to|nan||||LC|[]|[]
our|nan||||LC|[]|[]
guidance|nan||||LC|[]|[]
not|nan||||LC|[]|[]
to|nan||||LC|[]|[]
last|nan||||LC|[]|['550']
year|nan|||.|LC|[]|['550']
It's|nan||||UC|['547:CONTRACTION']|['547']
$40|nan||||CA|['544:MONEY']|['544']
million|nan||||LC|[]|['551']
with|nan||||LC|[]|[]
respect|nan||||LC|[]|[]
to|nan||||LC|[]|[]
our|nan||||LC|[]|[]
guidance|nan||||LC|[]|[]
not|nan||||LC|[]|[]
to|nan||||LC|[]|[]
the|nan||||LC|[]|['552']
beginning|nan||||LC|[]|['552']
of|nan||||LC|[]|['552']
the|nan||||LC|[]|['552']
year|nan|||.|LC|[]|['552']
And|nan|||,|UC|[]|[]
uh|nan|||,|LC|[]|[]
I'm|nan||||UC|['548:CONTRACTION']|['548']
sorry|nan||||LC|[]|[]
but|nan||||LC|[]|[]
I|nan||||CA|[]|[]
didn't|nan||||LC|[]|[]
hear|nan||||LC|[]|[]
your|nan||||LC|[]|[]
second|nan||||LC|[]|['553']
part|nan||||LC|[]|[]
of|nan||||LC|[]|[]
the|nan|||,|LC|[]|[]
of|nan||||LC|[]|[]
your|nan||||LC|[]|[]
question|nan|||.|LC|[]|[]
The|nan||||UC|[]|[]
second|nan||||LC|[]|['558']
part|nan||||LC|[]|[]
of|nan||||LC|[]|[]
the|nan||||LC|[]|[]
question|nan||||LC|[]|[]
was|nan||||LC|[]|[]
about|nan||||LC|[]|[]
the|nan||||LC|[]|[]
pricing|nan||||LC|[]|[]
in|nan||||LC|[]|[]
Colombia|nan|||.|UC|[]|['559']
You|nan||||UC|[]|[]
mentioned|nan||||LC|[]|[]
an|nan||||LC|[]|[]
increase|nan||||LC|[]|[]
of|nan||||LC|[]|[]
13%|nan||||LC|['554:PERCENT']|['554']
of|nan||||LC|[]|[]
FOB|nan||||CA|['555:ABBREVIATION']|['555']
prices|nan||||LC|[]|[]
in|nan||||LC|[]|[]
Colombia|nan|||,|UC|[]|['561']
but|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
just|nan||||LC|[]|[]
would|nan||||LC|[]|[]
like|nan||||LC|[]|[]
to|nan||||LC|[]|[]
understand|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
whether|nan||||LC|[]|[]
we|nan||||LC|['557:CONTRACTION']|['557']
are|nan||||LC|['557:CONTRACTION']|['557']
talking|nan||||LC|[]|[]
about|nan||||LC|[]|[]
import|nan||||LC|[]|[]
prices|nan||||LC|[]|[]
or|nan||||LC|[]|[]
your|nan||||LC|[]|[]
own|nan||||LC|[]|[]
selling|nan||||LC|[]|[]
prices|nan|||?|LC|[]|[]
If|nan||||UC|[]|[]
I|nan||||CA|[]|[]
understand|nan||||LC|[]|[]
you|nan||||LC|[]|[]
well|nan||||LC|[]|[]
those|nan||||LC|[]|[]
around|nan||||LC|[]|[]
pricing|nan||||LC|[]|[]
things|nan||||LC|[]|[]
in|nan||||LC|[]|[]
Columbia|nan|||,|UC|[]|['567']
uh|nan|||,|LC|[]|[]
the|nan||||LC|[]|[]
pricing|nan||||LC|[]|[]
<unk>|nan||||LC|[]|[]
end|nan||||LC|[]|[]
of|nan||||LC|[]|[]
March|nan|||,|UC|[]|[]
um|nan||||LC|[]|[]
the|nan||||LC|[]|[]
reality|nan||||LC|[]|[]
is|nan||||LC|[]|[]
that|nan||||LC|[]|[]
we|nan||||LC|['566:CONTRACTION']|['566']
are|nan||||LC|['566:CONTRACTION']|['566']
forseeing|nan||||LC|[]|[]
the|nan||||LC|[]|[]
possibility|nan||||LC|[]|[]
to|nan||||LC|[]|[]
continue|nan||||LC|[]|[]
with|nan||||LC|[]|[]
that|nan||||LC|[]|[]
pricing|nan||||LC|[]|[]
starting|nan||||LC|[]|[]
going|nan||||LC|[]|[]
forward|nan||||LC|[]|[]
starting|nan||||LC|[]|[]
in|nan||||LC|[]|[]
the|nan||||LC|[]|['568']
third|nan||||LC|[]|['568']
quarter|nan||||LC|[]|['568']
of|nan|||,|LC|[]|[]
of|nan||||LC|[]|[]
this|nan||||LC|[]|['569']
year|nan|||.|LC|[]|['569']
Once|nan||||UC|[]|[]
the|nan||||LC|[]|[]
with|nan||||LC|[]|[]
<unk>|nan||||LC|[]|[]
a|nan||||LC|[]|[]
little|nan||||LC|[]|[]
bit|nan||||LC|[]|[]
it|nan||||LC|[]|[]
would|nan||||LC|[]|[]
be|nan||||LC|[]|[]
the|nan||||LC|[]|[]
devaulation|nan||||LC|[]|[]
of|nan||||LC|[]|[]
the|nan||||LC|[]|[]
colombian|nan||||LC|[]|['570']
peso|nan||||LC|[]|[]
with|nan||||LC|[]|[]
that|nan||||LC|[]|[]
of|nan||||LC|[]|[]
the|nan||||LC|[]|[]
internal|nan||||LC|[]|[]
pricing|nan||||LC|[]|[]
<unk>|nan||||LC|[]|[]
prices|nan||||LC|[]|[]
has|nan||||LC|[]|[]
widened|nan|||.|LC|[]|[]
So|nan||||UC|[]|[]
the|nan||||LC|[]|[]
reality|nan||||LC|[]|[]
is|nan||||LC|[]|[]
that|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
<unk>|nan||||LC|[]|[]
opportunity|nan||||LC|[]|[]
to|nan|||,|LC|[]|[]
um|nan|||,|LC|[]|[]
to|nan||||LC|[]|[]
move|nan||||LC|[]|[]
forward|nan||||LC|[]|[]
this|nan||||LC|[]|[]
strategy|nan||||LC|[]|[]
for|nan||||LC|[]|[]
as|nan||||LC|[]|[]
we|nan||||LC|[]|[]
call|nan||||LC|[]|[]
in|nan||||LC|[]|[]
Colombia|nan|||.|UC|[]|['573']
Now|nan||||UC|[]|[]
<unk>|nan||||LC|[]|[]
in|nan||||LC|[]|[]
terms|nan||||LC|[]|[]
<unk>|nan||||LC|[]|[]
in|nan||||LC|[]|[]
Colombia|nan||||UC|[]|['574']
<unk>|nan||||LC|[]|[]
prices|nan||||LC|[]|[]
are|nan||||LC|[]|[]
below|nan||||LC|[]|[]
$80|nan||||CA|['562:MONEY']|['562']
and|nan||||LC|[]|[]
the|nan||||LC|[]|[]
reality|nan||||LC|[]|[]
is|nan||||LC|[]|[]
that|nan||||LC|[]|[]
import|nan||||LC|[]|[]
prices|nan||||LC|[]|[]
in|nan||||LC|[]|[]
Colombia|nan||||UC|[]|['576']
are|nan||||LC|[]|[]
closer|nan||||LC|[]|[]
to|nan||||LC|[]|[]
$110|nan||||CA|['563:MONEY']|['563']
if|nan||||LC|[]|[]
you|nan||||LC|[]|[]
take|nan||||LC|[]|[]
into|nan||||LC|[]|[]
account|nan||||LC|[]|[]
all|nan||||LC|[]|[]
the|nan||||LC|[]|[]
other|nan||||LC|[]|[]
markets|nan|||.|LC|[]|[]
Thank|nan||||UC|[]|[]
you|nan||||LC|[]|[]
very|nan||||LC|[]|[]
much|nan|||.|LC|[]|[]
Thank|nan||||UC|[]|[]
you|nan|||.|LC|[]|[]
Our|nan||||UC|[]|[]
next|nan||||LC|[]|[]
question|nan||||LC|[]|[]
is|nan||||LC|[]|[]
from|nan||||LC|[]|[]
Gordon|nan||||UC|[]|['579']
Lee|nan|||,|UC|[]|['579']
with|nan||||LC|[]|[]
BTG|nan|||.|CA|['578:ABBREVIATION']|['578', '580']
Thanks|nan|||.|UC|[]|[]
Hi|nan|||,|UC|[]|[]
good|nan||||LC|[]|['583']
morning|nan|||.|LC|[]|['583']
Uh|nan|||,|UC|[]|[]
thank|nan||||LC|[]|[]
you|nan||||LC|[]|[]
very|nan||||LC|[]|[]
much|nan||||LC|[]|[]
for|nan||||LC|[]|[]
the|nan||||LC|[]|[]
call|nan|||.|LC|[]|[]
I|nan||||CA|[]|[]
hope|nan||||LC|[]|[]
everybody|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
on|nan||||LC|[]|[]
the|nan||||LC|[]|[]
call|nan||||LC|[]|[]
is|nan||||LC|[]|[]
doing|nan||||LC|[]|[]
well|nan||||LC|[]|[]
and|nan|||,|LC|[]|[]
and|nan|||,|LC|[]|[]
and|nan||||LC|[]|[]
your|nan||||LC|[]|[]
families|nan||||LC|[]|[]
as|nan||||LC|[]|[]
well|nan|||.|LC|[]|[]
Just|nan|||,|UC|[]|[]
uh|nan|||,|LC|[]|[]
very|nan||||LC|[]|[]
quickly|nan||||LC|[]|[]
two|nan||||LC|[]|['584']
questions|nan|||.|LC|[]|[]
First|nan||||UC|[]|['585']
on|nan||||LC|[]|[]
the|nan||||LC|[]|[]
balance|nan||||LC|[]|[]
sheet|nan|||,|LC|[]|[]
I|nan||||CA|[]|[]
wa-|nan||||LC|['1258:FALLBACK']|[]
was|nan||||LC|[]|[]
wondering|nan||||LC|[]|[]
what|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
what|nan||||LC|[]|[]
the|nan||||LC|[]|[]
plans|nan||||LC|[]|[]
are|nan||||LC|[]|[]
for|nan||||LC|[]|[]
the|nan|||,|LC|[]|[]
the|nan||||LC|[]|[]
refinancing|nan||||LC|[]|[]
or|nan||||LC|[]|[]
the|nan||||LC|[]|[]
kicking|nan||||LC|[]|[]
back|nan||||LC|[]|[]
of|nan||||LC|[]|[]
maturities|nan||||LC|[]|[]
that|nan||||LC|[]|[]
are|nan||||LC|[]|[]
on|nan||||LC|[]|[]
the|nan||||LC|[]|[]
balance|nan||||LC|[]|[]
sheet|nan||||LC|[]|[]
for|nan||||LC|[]|[]
2020|nan|||?|CA|['581:YEAR']|['581', '582', '586']
And|nan||||UC|[]|[]
I|nan||||CA|[]|[]
guess|nan||||LC|[]|[]
similarly|nan|||,|LC|[]|[]
how|nan||||LC|[]|[]
conversations|nan||||LC|[]|[]
with|nan||||LC|[]|[]
creditors|nan||||LC|[]|[]
are|nan||||LC|[]|[]
going|nan||||LC|[]|[]
on|nan|||,|LC|[]|[]
on|nan||||LC|[]|[]
waiting|nan||||LC|[]|[]
covenants|nan|||?|LC|[]|[]
And|nan||||UC|[]|[]
then|nan||||LC|[]|[]
just|nan||||LC|[]|[]
on|nan||||LC|[]|[]
the|nan||||LC|[]|[]
operating|nan||||LC|[]|[]
side|nan|||,|LC|[]|[]
you|nan||||LC|[]|[]
mentioned|nan||||LC|[]|[]
in|nan||||LC|[]|[]
the|nan||||LC|[]|[]
release|nan||||LC|[]|[]
and|nan||||LC|[]|[]
in|nan||||LC|[]|[]
your|nan||||LC|[]|[]
remarks|nan||||LC|[]|[]
on|nan||||LC|[]|[]
the|nan||||LC|[]|[]
qualifying|nan||||LC|[]|[]
set|nan||||LC|[]|[]
on|nan||||LC|[]|[]
that|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
that|nan||||LC|[]|[]
you|nan||||LC|[]|[]
were|nan||||LC|[]|[]
expecting|nan||||LC|[]|[]
other|nan||||LC|[]|[]
countries|nan||||LC|[]|[]
in|nan||||LC|[]|[]
the|nan||||LC|[]|[]
Caribbean|nan||||UC|[]|['587']
and|nan||||LC|[]|[]
Central|nan||||UC|[]|['588']
America|nan||||UC|[]|['588']
region|nan||||LC|[]|[]
to|nan|||,|LC|[]|[]
to|nan||||LC|[]|[]
follow|nan||||LC|[]|[]
Panama's|nan||||UC|[]|[]
lead|nan||||LC|[]|[]
on|nan||||LC|[]|[]
imposing|nan||||LC|[]|[]
import|nan||||LC|[]|[]
tariffs|nan||||LC|[]|[]
for|nan||||LC|[]|[]
cement|nan|||.|LC|[]|[]
I|nan||||UC|[]|[]
was|nan||||LC|[]|[]
wondering|nan||||LC|[]|[]
whether|nan||||LC|[]|[]
that's|nan||||LC|[]|[]
sort|nan||||LC|[]|[]
of|nan||||LC|[]|[]
an|nan||||LC|[]|[]
expectation|nan||||LC|[]|[]
based|nan||||LC|[]|[]
on|nan||||LC|[]|[]
your|nan||||LC|[]|[]
reading|nan||||LC|[]|[]
of|nan||||LC|[]|[]
the|nan||||LC|[]|[]
markets|nan||||LC|[]|[]
or|nan||||LC|[]|[]
whether|nan||||LC|[]|[]
there's|nan||||LC|[]|[]
actual|nan||||LC|[]|[]
tangible|nan||||LC|[]|[]
comments|nan||||LC|[]|[]
for|nan||||LC|[]|[]
progress|nan||||LC|[]|[]
made|nan||||LC|[]|[]
by|nan|||,|LC|[]|[]
by|nan||||LC|[]|[]
some|nan||||LC|[]|[]
of|nan||||LC|[]|[]
these|nan||||LC|[]|[]
markets|nan||||LC|[]|[]
already|nan||||LC|[]|[]
on|nan||||LC|[]|[]
this|nan||||LC|[]|[]
front|nan|||?|LC|[]|[]
Thank|nan||||UC|[]|[]
you|nan|||.|LC|[]|[]
Um|nan|||,|UC|[]|[]
thank|nan||||LC|[]|[]
you|nan||||LC|[]|[]
Gordon|nan|||.|UC|[]|['594']
I|nan||||CA|['590:CONTRACTION']|['590']
will|nan||||LC|['590:CONTRACTION']|['590']
start|nan||||LC|[]|[]
by|nan||||LC|[]|[]
answering|nan||||LC|[]|[]
your|nan||||LC|[]|[]
difficult|nan||||LC|[]|[]
question|nan||||LC|[]|[]
and|nan||||LC|[]|[]
then|nan||||LC|[]|[]
I|nan||||CA|['591:CONTRACTION']|['591']
will|nan|||,|LC|['591:CONTRACTION']|['591']
um|nan|||,|LC|[]|[]
ask|nan||||LC|[]|[]
kindly|nan||||LC|[]|[]
for|nan||||LC|[]|[]
your|nan||||LC|[]|[]
comments|nan||||LC|[]|[]
on|nan||||LC|[]|[]
your|nan||||LC|[]|[]
our|nan||||LC|[]|[]
communication|nan||||LC|[]|[]
strategy|nan||||LC|[]|[]
<unk>|nan|||.|LC|[]|[]
I|nan||||CA|[]|[]
mean|nan||||LC|[]|[]
the|nan||||LC|[]|[]
reality|nan||||LC|[]|[]
is|nan||||LC|[]|[]
that|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
with|nan||||LC|[]|[]
this|nan||||LC|[]|[]
pandemic|nan|||,|LC|[]|[]
we|nan||||LC|['592:CONTRACTION']|['592']
are|nan||||LC|['592:CONTRACTION']|['592']
working|nan||||LC|[]|[]
to|nan||||LC|[]|[]
increase|nan||||LC|[]|[]
the|nan||||LC|[]|[]
awareness|nan||||LC|[]|[]
of|nan||||LC|[]|[]
local|nan||||LC|[]|[]
governments|nan||||LC|[]|[]
to|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
incentivize|nan||||LC|[]|[]
the|nan||||LC|[]|[]
<unk>|nan||||LC|[]|[]
in|nan||||LC|[]|[]
the|nan||||LC|[]|[]
local|nan||||LC|[]|[]
markets|nan|||,|LC|[]|[]
and|nan||||LC|[]|[]
that|nan||||LC|[]|[]
means|nan||||LC|[]|[]
that|nan||||LC|[]|[]
they|nan||||LC|['593:CONTRACTION']|['593']
will|nan||||LC|['593:CONTRACTION']|['593']
pay|nan||||LC|[]|[]
these|nan||||LC|[]|[]
workers|nan||||LC|[]|[]
<unk>|nan|||.|LC|[]|[]
We|nan||||UC|[]|[]
have|nan||||LC|[]|[]
seen|nan||||LC|[]|[]
that|nan||||LC|[]|[]
over|nan||||LC|[]|[]
in|nan||||LC|[]|[]
Panama|nan|||,|UC|[]|['597']
with|nan||||LC|[]|[]
<unk>|nan||||LC|[]|[]
and|nan||||LC|[]|[]
you|nan||||LC|[]|[]
have|nan||||LC|[]|[]
seeing|nan||||LC|[]|[]
trend|nan||||LC|[]|[]
in|nan||||LC|[]|[]
<unk>|nan||||LC|[]|[]
just|nan||||LC|[]|[]
to|nan||||LC|[]|[]
give|nan||||LC|[]|[]
you|nan||||LC|[]|[]
another|nan||||LC|[]|[]
example|nan|||.|LC|[]|[]
Uh|nan|||,|UC|[]|[]
so|nan||||LC|[]|[]
we|nan||||LC|[]|[]
have|nan||||LC|[]|[]
high|nan||||LC|[]|[]
expectations|nan||||LC|[]|[]
based|nan||||LC|[]|[]
on|nan||||LC|[]|[]
the|nan||||LC|[]|[]
trends|nan||||LC|[]|[]
we|nan||||LC|[]|[]
have|nan||||LC|[]|[]
seen|nan||||LC|[]|[]
in|nan||||LC|[]|[]
the|nan||||LC|[]|[]
region|nan|||.|LC|[]|[]
Um|nan|||,|UC|[]|[]
for|nan||||LC|[]|[]
the|nan||||LC|[]|[]
